,word,frequency
4381,출입,3080
4382,피해자,2658
4383,인기,662
4384,세다,2986
4385,가난하다,1362
4386,바가지,4643
4387,독창적,4159
4388,매우,292
4389,불가피하다,2404
4390,신랑,2516
4391,기여,3777
4392,대상자,4908
4393,수시로,3626
4394,입학,1589
4395,성경,4029
4396,몰려들다,3564
4397,아래,337
4398,좁히다,4797
4399,과외,4685
4400,두부,4014
4401,기온,1892
4402,결혼하다,885
4403,저렇다,2467
4404,굳이,1942
4405,내놓다,830
4406,다이어트,5271
4407,해군,3048
4408,처녀,2044
4409,딱,2792
4410,투명하다,2886
4411,성립되다,2514
4412,도착,4986
4413,송편,4928
4414,농사,1161
4415,유월,841
4416,맛없다,5351
4417,맨,1389
4418,과학자,1364
4419,살아오다,1366
4420,깨지다,2239
4421,반찬,2671
4422,한데,4962
4423,넣다,149
4424,때리다,1339
4425,명예,1971
4426,업무,865
4427,연세,5356
4428,지도자,1335
4429,부족하다,973
4430,장사,1756
4431,계약,1870
4432,접근,1416
4433,생활,116
4434,정보,323
4435,하느님,2813
4436,화요일,5332
4437,먹다,5179
4438,고양이,1569
4439,일하다,503
4440,입시,866
4441,졸업생,4357
4442,북,4525
4443,얼마간,5109
4444,필요하다,177
4445,성공,1876
4446,다섯,4635
4447,수없이,2837
4448,센티미터,740
4449,쩔쩔매다,5221
4450,반갑다,1476
4451,선택하다,1042
4452,천,5427
4453,부딪히다,3958
4454,본래,1700
4455,허허,5238
4456,운영하다,1645
4457,쫓다,2471
4458,자격,1742
4459,뛰어넘다,2641
4460,간접,3543
4461,떠오르다,811
4462,둘러싸이다,3673
4463,감기,2664
4464,출발하다,1565
4465,미래,1011
4466,기숙사,3556
4467,녹음,4906
4468,손녀,5291
4469,그리,1087
4470,음악,443
4471,학과,4680
4472,잊어버리다,2329
4473,기념하다,4461
4474,열심히,502
4475,빠뜨리다,4259
4476,군데,2789
4477,벽,936
4478,돌멩이,3728
4479,줄곧,2496
4480,오염,956
4481,엉뚱하다,2327
4482,둘러보다,2073
4483,썰다,858
4484,매다,3098
4485,소포,5290
4486,이곳,472
4487,의학,2226
4488,전화,276
4489,인정하다,677
4490,아울러,1654
4491,어저께,5437
4492,지난달,1305
4493,마흔,5076
4494,딴,1661
4495,나쁘다,679
4496,안쪽,2679
4497,서서히,1678
4498,되살리다,4238
4499,조용하다,2087
4500,시설,493
4501,패션,3844
4502,조직,522
4503,연말,2492
4504,직장,817
4505,안주,3488
4506,참석하다,1549
4507,풍습,2690
4508,양념,2724
4509,구체적,593
4510,갈수록,2923
4511,지나치다,3252
4512,화면,1396
4513,엉터리,4597
4514,마당,3562
4515,얕다,5019
4516,이발소,5119
4517,하룻밤,3504
4518,정치학,3394
4519,훈련,1104
4520,병원,476
4521,같이하다,3136
4522,이러하다,71
4523,예식장,5357
4524,파악하다,729
4525,종합하다,3707
4526,부친,4096
4527,경고,2165
4528,하순,5300
4529,올라가다,509
4530,그러하다,316
4531,욕실,4657
4532,강물,2390
4533,장면,1000
4534,위아래,5114
4535,임무,2955
4536,걷기,4896
4537,이웃집,3979
4538,들어가다,103
4539,땅,236
4540,임신부,3897
4541,원인,499
4542,가끔,664
4543,쇼핑,5005
4544,요리하다,5339
4545,현장,607
4546,불필요하다,4527
4547,큰아버지,5346
4548,날개,1633
4549,동양,2487
4550,단순히,1430
4551,증명하다,2625
4552,대답,1142
4553,과정,4225
4554,적,2136
4555,동네,611
4556,소리,50
4557,호랑이,1693
4558,뚱뚱하다,5285
4559,문,347
4560,농사일,4010
4561,믿다,320
4562,실습,2517
4563,출석하다,5443
4564,외치다,1137
4565,미터,656
4566,스물,5195
4567,법원,1486
4568,극장,1856
4569,순위,4106
4570,해소,3259
4571,잘리다,3389
4572,평소,1158
4573,구경하다,2532
4574,뛰어오다,5072
4575,요리,1276
4576,정말,3827
4577,대입,4758
4578,놀랍다,1449
4579,신세,3327
4580,장식,2685
4581,거두다,1253
4582,걸다,551
4583,한,2922
4584,차갑다,1628
4585,찍히다,3596
4586,문자,1812
4587,출판사,3454
4588,왜냐하면,1014
4589,단체,372
4590,그림,269
4591,면접,5081
4592,손잡이,4589
4593,까만색,5430
4594,출신,851
4595,불행,2945
4596,아마도,1682
4597,크리스마스,5265
4598,심하다,587
4599,영화관,5274
4600,보완하다,3797
4601,정당,1117
4602,강당,4894
4603,철저히,2627
4604,이번,114
4605,실리다,1585
4606,관찰하다,1631
4607,추진,1759
4608,땅콩,4326
4609,초조하다,4400
4610,은행,453
4611,벌,3794
4612,재미없다,3982
4613,최종,2419
4614,두려워하다,3365
4615,제외되다,3593
4616,성,4104
4617,장,2135
4618,산길,5001
4619,시댁,5103
4620,망원경,3614
4621,형성,997
4622,사다,133
4623,정기적,4668
4624,법률,1390
4625,예매하다,5439
4626,왕자,3632
4627,올가을,5205
4628,국가,89
4629,따스하다,4089
4630,종교,716
4631,골프,4072
4632,기본,655
4633,장모님,4947
4634,꽤,1279
4635,그램,1233
4636,먹히다,4836
4637,보이다,111
4638,외롭다,2647
4639,팔십,5445
4640,법칙,953
4641,커튼,4213
4642,여보세요,2464
4643,기능,3853
4644,춥다,1315
4645,부서지다,3068
4646,보장,2674
4647,별도,1860
4648,환영하다,4455
4649,가격,697
4650,후회하다,3768
4651,물건,424
4652,대형,1262
4653,흘러나오다,2388
4654,동작,1437
4655,그래,961
4656,아이,2762
4657,사촌,3024
4658,푸르다,960
4659,바치다,2368
4660,높다,199
4661,이해,4284
4662,의지하다,2730
4663,생각되다,1040
4664,그중,846
4665,앞서,1012
4666,이제,273
4667,어지럽다,3286
4668,여기다,827
4669,바닷가,2367
4670,서비스,1041
4671,띄우다,3513
4672,가려지다,4314
4673,귀신,2564
4674,내부,928
4675,나오다,26
4676,줄,941
4677,동기,4416
4678,서두르다,1286
4679,그만,576
4680,덥다,2147
4681,질,2138
4682,모든,85
4683,물속,1639
4684,심해지다,3881
4685,정직하다,4204
4686,벌다,848
4687,향하다,309
4688,착하다,1246
4689,정신,235
4690,파리,3763
4691,결승,3181
4692,원장,2649
4693,계시다,1124
4694,이어지다,750
4695,교대,4001
4696,어둠,1164
4697,직전,2383
4698,똑바로,3785
4699,중,39
4700,역,3166
4701,항공기,4062
4702,휴식,2596
4703,얘,3332
4704,식용유,2112
4705,액수,2377
4706,규칙,1674
4707,힘껏,4406
4708,몸속,5083
4709,우정,3337
4710,장례,4497
4711,산속,4260
4712,봉지,3957
4713,조화되다,4052
4714,영양,1704
4715,못,2936
4716,취재,3712
4717,전통적,1957
4718,약간,1882
4719,전쟁,403
4720,퇴근,4060
4721,책임지다,2734
4722,대표적,1397
4723,이것,112
4724,보고,2341
4725,대처하다,3097
4726,경제적,1991
4727,또,18
4728,끓이다,1111
4729,흔적,2193
4730,강조,4682
4731,악기,2491
4732,얇다,2723
4733,축구장,5418
4734,조그맣다,1850
4735,이튿날,2253
4736,여러분,1013
4737,까먹다,5062
4738,반지,4249
4739,적성,3530
4740,한식,5420
4741,공짜,4409
4742,사실상,1488
4743,넘어가다,1284
4744,식히다,5197
4745,대책,575
4746,줄이다,696
4747,휴일,3717
4748,무려,2458
4749,숨지다,2409
4750,골프장,4223
4751,공부하다,624
4752,방문하다,1530
4753,논문,1112
4754,오늘,411
4755,힘,154
4756,마음껏,3563
4757,틈,1539
4758,오른쪽,1499
4759,사이사이,5092
4760,조각,2441
4761,단단하다,3665
4762,한가운데,2691
4763,서민,2984
4764,속하다,1127
4765,부재,4025
4766,입,251
4767,통화,3599
4768,이쪽,1490
4769,길다,285
4770,혼자,271
4771,연두색,5377
4772,씻기다,5199
4773,본인,3279
4774,담다,460
4775,짧아지다,4674
4776,사설,2201
4777,차선,4055
4778,심다,1043
4779,밀다,1172
4780,부분,211
4781,설명,746
4782,오랜만,1902
4783,오래간만,4278
4784,성립하다,3070
4785,감자,2784
4786,강,1435
4787,받아들이다,605
4788,마찬가지,412
4789,지원하다,1980
4790,다지다,1065
4791,소개하다,1098
4792,자동,2182
4793,소매,3108
4794,인삼차,5360
4795,농담,2289
4796,역사적,2078
4797,얼굴,102
4798,상대성,3376
4799,정리되다,4356
4800,국물,2533
4801,기대다,2894
4802,상당,2718
4803,수업,5006
4804,증권,1590
4805,경제학,4071
4806,대충,2265
4807,적히다,2841
4808,회의,3848
4809,공격하다,3221
4810,꺾다,2456
4811,주택,1167
4812,백화점,1557
4813,체육,1093
4814,심사,2761
4815,준비물,3079
4816,발끝,4644
4817,회복하다,2420
4818,막,1439
4819,눈물,630
4820,어젯밤,3886
4821,위험성,4660
4822,무겁다,1321
4823,태양,1404
4824,기호,3778
4825,독감,5369
4826,원,4486
4827,연결하다,1867
4828,하드웨어,2781
4829,이미,159
4830,보도하다,1624
4831,분명해지다,4999
4832,방바닥,4383
4833,구청,4002
4834,스케이트,5374
4835,명칭,2540
4836,체험하다,3838
4837,일치하다,2041
4838,딸기,4762
4839,묶이다,3617
4840,고통스럽다,2889
4841,피부,932
4842,끝나다,277
4843,과제,981
4844,게,3547
4845,번역,4579
4846,지하도,5279
4847,절망,2878
4848,저희,974
4849,소요되다,4030
4850,주요,823
4851,분주하다,4581
4852,기초,966
4853,수출,906
4854,화장실,1503
4855,일어서다,1425
4856,초보,5045
4857,곧다,4317
4858,수요일,4711
4859,통신,703
4860,수백,3281
4861,틀다,1670
4862,척,3644
4863,사용,797
4864,세계적,1664
4865,저리,4445
4866,이달,2549
4867,돌아가다,392
4868,실은,3112
4869,쉰,5433
4870,거치다,635
4871,놀리다,3358
4872,채,3710
4873,접촉,2025
4874,즐거움,2552
4875,자세하다,3118
4876,간혹,2964
4877,나,4
4878,쌍둥이,3694
4879,살다,30
4880,뒤지다,2609
4881,바나나,4699
4882,그렇다,17
4883,흥분하다,3930
4884,냉방,5407
4885,새다,2676
4886,죽이다,950
4887,노란색,4828
4888,최초,917
4889,샤워,4923
4890,구멍,1619
4891,노력하다,731
4892,그토록,2566
4893,방면,4419
4894,각기,2558
4895,전통,686
4896,감싸다,2530
4897,가을,989
4898,조건,346
4899,서랍,4586
4900,집중적,3451
4901,뻗다,2035
4902,좌석,3395
4903,낚시꾼,5066
4904,급격히,3852
4905,아무개,3432
4906,참석,4805
4907,되찾다,2574
4908,물리학,2714
4909,점심,1788
4910,미술관,2938
4911,구분하다,2196
4912,완전,2585
4913,참,3709
4914,비바람,4335
4915,활발히,4063
4916,굉장하다,4972
4917,한결,4308
4918,스튜디오,2870
4919,창구,4503
4920,발자국,3567
4921,낯설다,1747
4922,안타깝다,2038
4923,형식적,3766
4924,조깅,4553
4925,소,1923
4926,팩,3302
4927,이분,4867
4928,지경,1825
4929,공공,3182
4930,해내다,2693
4931,비다,699
4932,양국,2437
4933,연출하다,3891
4934,해,5052
4935,뜻밖에,4328
4936,내,343
4937,의식,2729
4938,철,5222
4939,그렇지만,877
4940,무덤,2575
4941,개발하다,990
4942,예전,1450
4943,만화,1621
4944,피하다,634
4945,장난감,4496
4946,의복,1563
4947,운동,76
4948,나이,318
4949,음식물,3075
4950,레스토랑,4164
4951,불리하다,3149
4952,개나리,4626
4953,용서,4791
4954,재미있다,535
4955,주요하다,3342
4956,덩어리,2710
4957,길어지다,4374
4958,환갑,4559
4959,번거롭다,4384
4960,가짜,3506
4961,부엌,1701
4962,수화기,2720
4963,경험하다,1711
4964,참되다,3452
4965,잡수다,5034
4966,반복되다,3274
4967,아무,706
4968,팩스,5384
4969,더구나,1162
4970,나타나다,105
4971,기쁨,1297
4972,교외,5158
4973,살인,2297
4974,진실하다,4132
4975,기억나다,4632
4976,먹고살다,3946
4977,잎,1333
4978,뒷산,4239
4979,부,4174
4980,미만,4333
4981,메시지,2794
4982,의하다,68
4983,정원,3828
4984,공격,1570
4985,때문,12
4986,손발,3693
4987,발등,4700
4988,개구리,3408
4989,미치다,1510
4990,참가하다,1958
4991,상담,2757
4992,잠수함,4287
4993,녹차,5368
4994,케첩,5455
4995,복숭아,5325
4996,배구,5183
4997,미워하다,4765
4998,몇,2934
4999,터널,4556
5000,선장,1769
5001,넘기다,1148
5002,정신과,3984
5003,견디다,1051
5004,한꺼번에,1806
5005,다르다,107
5006,지하,1384
5007,음료,1820
5008,포함하다,883
5009,이르다,2276
5010,벌떡,2979
5011,싼값,4784
5012,대체로,1338
5013,편의,3648
5014,눈부시다,3313
5015,특수성,4061
5016,불평등하다,4256
5017,특별히,2189
5018,그분,2169
5019,하반기,3921
5020,직접,2353
5021,백인,4252
5022,빗물,3517
5023,관광지,4564
5024,바람직하다,1244
5025,저자,4047
5026,썩다,2325
5027,백성,1273
5028,입원하다,4492
5029,전기밥솥,4498
5030,알,1738
5031,조그마하다,3755
5032,맺다,1328
5033,방송국,1582
5034,아무런,799
5035,각국,2312
5036,일반인,2768
5037,알아주다,3815
5038,바로잡다,2246
5039,서른,5308
5040,유사하다,2764
5041,충격적,3646
5042,실력,2545
5043,오직,1685
5044,상관,3482
5045,잇따르다,2303
5046,미술,1272
5047,켜다,1934
5048,겨울철,4221
5049,익숙해지다,3117
5050,환영,4817
5051,건너오다,4563
5052,보호되다,3479
5053,홍수,3541
5054,호기심,2261
5055,계좌,2502
5056,인정받다,3291
5057,출입국,5381
5058,우리,7
5059,문장,2614
5060,이력서,3443
5061,군사,2563
5062,양식,5449
5063,쓰레기통,4715
5064,마중,4912
5065,그간,4078
5066,음력,4602
5067,칠판,5264
5068,머무르다,1649
5069,막히다,1052
5070,알리다,772
5071,금고,4230
5072,젖,3902
5073,자유,583
5074,학술,3213
5075,평,3918
5076,외출하다,5112
5077,결정,852
5078,불과하다,725
5079,무덥다,4991
5080,금연,4149
5081,까치,4152
5082,주인,641
5083,전달하다,1931
5084,돈,88
5085,매일,4472
5086,늘어서다,3611
5087,끝,247
5088,시위,1152
5089,긴장감,4517
5090,포인트,4620
5091,퇴직금,4558
5092,마련하다,648
5093,고작,2531
5094,축제,2045
5095,어른,496
5096,발표되다,2370
5097,미끄럽다,5324
5098,보관,3795
5099,하필,3084
5100,튼튼히,5142
5101,배우자,4768
5102,연설,2910
5103,여간,3165
5104,입술,1332
5105,깜빡,5063
5106,고속도로,3773
5107,굳어지다,2598
5108,중요하다,150
5109,학생증,5402
5110,이루다,237
5111,공통,4899
5112,작가,428
5113,주전자,5131
5114,식다,3029
5115,계획,298
5116,복도,2057
5117,적어도,1138
5118,넘어뜨리다,3663
5119,쌀,533
5120,끊다,1283
5121,여우,3817
5122,그이,1712
5123,코,1045
5124,앞장서다,2039
5125,제의하다,4050
5126,목사,2014
5127,이민,5209
5128,확,3265
5129,퇴근하다,4958
5130,연구실,4347
5131,누나,890
5132,등록증,3272
5133,약속하다,2132
5134,뜯다,2863
5135,동아리,3060
5136,세상에,4709
5137,화분,2661
5138,유의하다,3384
5139,만나다,110
5140,비닐봉지,4582
5141,완벽하다,2004
5142,발휘하다,1607
5143,마시다,270
5144,저마다,3207
5145,고장,2857
5146,지난주,4610
5147,싸다,1774
5148,담그다,2336
5149,어쩌면,1060
5150,항의,2447
5151,지역,106
5152,인근,2767
5153,개방,1009
5154,각,312
5155,초밥,4299
5156,특별하다,1344
5157,깨어나다,2895
5158,시절,423
5159,감수성,3932
5160,그동안,351
5161,대강,4466
5162,포크,4621
5163,신체적,5105
5164,설득하다,3520
5165,낙엽,3856
5166,중요,4207
5167,교재,4372
5168,기술하다,4151
5169,돼지,2319
5170,경쟁력,1796
5171,중독,4130
5172,정확히,1789
5173,투자,801
5174,피망,4306
5175,나뉘다,3607
5176,비슷하다,586
5177,대화,537
5178,뭣,4332
5179,젊은이,979
5180,전화기,4608
5181,생일,1546
5182,사건,170
5183,세로,5191
5184,자리,4440
5185,대기,1715
5186,재판,1597
5187,달러,4830
5188,지갑,3038
5189,약해지다,3885
5190,전후,3640
5191,그해,2968
5192,기간,517
5193,설탕,1770
5194,연습하다,3890
5195,비난,2153
5196,분리되다,2981
5197,호흡,1889
5198,아드님,5426
5199,흑인,2853
5200,진행되다,975
5201,섭씨,5003
5202,입사하다,5213
5203,와이셔츠,5206
5204,앞두다,1292
5205,식,557
5206,높아지다,1317
5207,빠르다,464
5208,배드민턴,4915
5209,이용되다,2252
5210,입력,4200
5211,원피스,5207
5212,추천,4451
5213,보관하다,2107
5214,떨어지다,219
5215,가게,933
5216,분명하다,741
5217,익숙하다,2915
5218,낚싯대,4977
5219,무,4697
5220,능동적,4234
5221,대체,3669
5222,여겨지다,1815
5223,값싸다,4513
5224,회원,1371
5225,가입하다,3770
5226,장마,4663
5227,농구,5169
5228,내과,5247
5229,일단,520
5230,새로이,4261
5231,쥐,2590
5232,듯,250
5233,잡아먹다,3035
5234,우리나라,121
5235,채우다,1410
5236,거짓,3137
5237,심각하다,834
5238,타입,3301
5239,괴롭다,2787
5240,욕,2648
5241,감다,3135
5242,성적,4429
5243,조르다,3903
5244,철학적,4878
5245,현관,3261
5246,설렁탕,5425
5247,문학,196
5248,팀,505
5249,규정,1232
5250,관람객,4629
5251,서적,3573
5252,언제나,612
5253,저거,3119
5254,밝혀내다,3067
5255,음악가,4864
5256,남기다,821
5257,부끄럽다,1875
5258,마라톤,4695
5259,매주,4522
5260,진실로,4952
5261,흑백,3652
5262,농촌,1180
5263,육,5379
5264,창조,2231
5265,매번,5178
5266,바깥쪽,4169
5267,채널,3910
5268,워낙,1848
5269,요청하다,2040
5270,교포,4566
5271,이외,1129
5272,슬퍼하다,4712
5273,뛰어놀다,5176
5274,이래,1092
5275,난방,5166
5276,그다음,2285
5277,인재,4120
5278,위치하다,1928
5279,팔리다,2592
5280,곧,226
5281,들어오다,182
5282,어린애,3489
5283,입사,4870
5284,달리기,3143
5285,복,3235
5286,호텔,1962
5287,상금,4851
5288,정치,160
5289,시대적,5258
5290,작다,185
5291,비판하다,1897
5292,승진,2838
5293,구입하다,1764
5294,기성,4006
5295,전,548
5296,잘생기다,4441
5297,한두,1358
5298,들다,2504
5299,얼리다,5200
5300,조절,3986
5301,감추다,1648
5302,불교,430
5303,추석,3255
5304,젊음,4125
5305,부정적,2715
5306,고치다,1188
5307,이,5117
5308,으레,3636
5309,칠,5344
5310,항상,581
5311,라면,2100
5312,가만히,1354
5313,셈,602
5314,근무하다,2214
5315,우선,319
5316,치료하다,2920
5317,태풍,3538
5318,요구,759
5319,판매되다,4883
5320,논리,967
5321,싸구려,4592
5322,아,217
5323,앞뒤,3242
5324,얘기하다,568
5325,기자,482
5326,뿌리치다,3961
5327,나아지다,3510
5328,해외여행,5053
5329,상관없다,3069
5330,예상,2157
5331,유적,3032
5332,들여놓다,4088
5333,꽃잎,4464
5334,동쪽,2052
5335,도대체,904
5336,깔리다,2125
5337,좌우,2203
5338,예순,5415
5339,못되다,3021
5340,연관,3335
5341,선물하다,5336
5342,옷,401
5343,포기하다,1186
5344,안심하다,5012
5345,주말,1519
5346,지시,1655
5347,염려,2912
5348,정치적,2279
5349,야채,2546
5350,옮기다,580
5351,일어나다,147
5352,슈퍼마켓,4391
5353,자격증,4397
5354,변호사,2616
5355,비판,1026
5356,베개,4843
5357,동양인,5350
5358,치약,4678
5359,네거리,4827
5360,가죽,3719
5361,어느,82
5362,쓸쓸하다,3283
5363,역사학,4482
5364,공사,1076
5365,작성하다,2769
5366,아하,4539
5367,떠나오다,4910
5368,창고,2733
5369,어두워지다,5020
5370,의식하다,1460
5371,마음씨,4572
5372,끼,4233
5373,조카,3594
5374,자판기,4946
5375,사라지다,657
5376,추가,2472
5377,밀리미터,1440
5378,생산자,3105
5379,정부,84
5380,지지,2163
5381,지치다,1790
5382,뿌리,921
5383,발표하다,649
5384,참여,1307
5385,꿈속,4153
5386,손수건,4776
5387,전날,2687
5388,출현하다,4137
5389,붙들다,3874
5390,참고하다,4876
5391,들어서다,489
5392,오빠,776
5393,예고하다,4193
5394,한숨,1762
5395,게다가,1110
5396,호실,5239
5397,교통사고,2788
5398,솔직하다,2037
5399,시합,4186
5400,기회,594
5401,주저앉다,2415
5402,건네주다,3180
5403,나머지,1005
5404,상징적,4180
5405,번째,596
5406,정리하다,947
5407,때로,1059
5408,쌓이다,1107
5409,출국,4810
5410,가깝다,491
5411,결석,5366
5412,깨끗이,1524
5413,신속하다,4187
5414,도,2972
5415,영화,254
5416,정비,2652
5417,형태,311
5418,철저하다,1629
5419,정보화,3036
5420,경기,2030
5421,와인,4940
5422,단순하다,951
5423,시민,462
5424,갈다,4457
5425,확대되다,2144
5426,비상,3959
5427,서로,1280
5428,쌓다,1203
5429,훔치다,2192
5430,듯하다,259
5431,제목,1206
5432,법,977
5433,혹은,726
5434,수돗물,4778
5435,홍차,5347
5436,내려오다,694
5437,마루,1948
5438,눈앞,1528
5439,영화제,2991
5440,생산력,2274
5441,오,5416
5442,가수,1581
5443,적다,1044
5444,여,3438
5445,제도적,3985
5446,토대,1550
5447,당연히,2050
5448,구분되다,3775
5449,마지막,474
5450,안부,4786
5451,한낮,4744
5452,자꾸,1084
5453,안정,1163
5454,한층,3461
5455,시원하다,1457
5456,정지,4049
5457,공간,471
5458,제약,2470
5459,외국,494
5460,현대인,3262
5461,마치다,547
5462,낫다,2570
5463,담요,4982
5464,해물,5148
5465,가리다,2331
5466,수고하다,4532
